Timestamp;Humidity;Temperature
2025-03-17 11:07:22;76.43966675;27.94933319
2025-03-17 11:07:34;77.16369629;28.46775055
2025-03-17 11:07:42;59.28754807;28.56998444
2025-03-17 11:07:54;52.72502899;28.5161972
2025-03-17 11:08:06;49.51305389;28.32260132
2025-03-17 11:08:18;48.82831573;28.18145752
2025-03-17 11:08:26;81.99491882;28.62071991
2025-03-17 11:08:38;89.18857574;29.95586395
2025-03-17 11:08:46;90.24581909;31.31599426
2025-03-17 11:08:58;61.73725128;31.66046143
2025-03-17 11:09:10;49.55759048;31.46686554
2025-03-17 11:09:18;45.06549835;31.04248047
2025-03-17 11:09:30;44.41394806;30.57975769
2025-03-17 11:09:38;44.84510422;30.15880585
2025-03-17 11:09:50;44.87428665;29.80098724
2025-03-17 11:09:58;45.03259659;29.47692871
2025-03-17 11:10:10;45.32585144;29.22172546
2025-03-17 11:10:18;45.96910477;28.99570465
2025-03-17 11:10:30;45.82910538;28.74851227
2025-03-17 11:10:38;46.65880203;28.53622437
2025-03-17 11:10:50;46.0568428;28.29933167
2025-03-17 11:10:58;46.17109299;28.10020447
2025-03-17 11:11:10;46.55008316;27.91023254
2025-03-17 11:11:18;46.65765762;27.74391174
2025-03-17 11:11:30;46.97113037;27.55756378
2025-03-17 11:11:38;47.76353836;27.435112
2025-03-17 11:11:50;48.17314148;27.30064392
2025-03-17 11:11:58;47.62268066;27.1982193
2025-03-17 11:12:10;48.52304459;27.11277008
2025-03-17 11:12:18;48.69260788;27.04906464
2025-03-17 11:12:30;49.42092896;26.98307037
2025-03-17 11:12:38;49.90568161;26.92298889
2025-03-17 11:12:50;47.92108536;26.86443329
2025-03-17 11:12:58;49.45449829;26.81407928
2025-03-17 11:13:10;48.36549759;26.76334381
2025-03-17 11:13:22;48.54974747;26.69487
2025-03-17 11:13:30;49.63312149;26.65920258
2025-03-17 11:13:42;48.61764908;26.61876678
2025-03-17 11:13:50;49.21569824;26.59130096
2025-03-17 11:14:02;48.61364365;26.52778625
2025-03-17 11:14:10;48.20051193;26.47514343
2025-03-17 11:14:22;48.5499382;26.44042969
2025-03-17 11:14:30;48.48012924;26.37615204
2025-03-17 11:14:42;48.71273041;26.32274628
2025-03-17 11:14:50;48.80638123;26.27887726
2025-03-17 11:15:02;48.70128632;26.27773285
2025-03-17 11:15:10;47.96695709;26.26190186
2025-03-17 11:15:22;48.53277206;26.23901367
2025-03-17 11:15:30;48.74658585;26.212883
2025-03-17 11:15:42;48.65398407;26.17912292
2025-03-17 11:15:50;49.09276962;26.15261078
2025-03-17 11:16:02;48.32315445;26.11255646
2025-03-17 11:16:10;48.51341248;26.10607147
2025-03-17 11:16:22;48.71959686;26.07574463
2025-03-17 11:16:30;49.98121262;26.06372833
2025-03-17 11:16:42;72.32865906;26.28326416
2025-03-17 11:19:54;44.99483109;28.23429108
2025-03-17 11:19:58;44.48719025;28.17115784
2025-03-17 11:20:02;44.47889328;28.09200287
2025-03-17 11:20:06;44.59276199;28.02581787
2025-03-17 11:20:14;44.45018768;27.94589996
2025-03-17 11:20:18;51.2342453;27.89363861
2025-03-17 11:20:22;74.39479828;28.17497253
2025-03-17 11:20:26;80.48686981;28.62434387
2025-03-17 11:20:34;83.71868134;29.12082672
2025-03-17 11:20:38;85.51464081;29.67853546
2025-03-17 11:20:42;86.92750549;30.23414612
2025-03-17 11:20:46;88.33551025;30.81512451
2025-03-17 11:20:54;80.44109344;31.0918808
2025-03-17 11:20:58;64.42175293;31.15730286
2025-03-17 11:21:02;54.55446243;31.14032745
2025-03-17 11:21:14;45.89099884;30.91526031
2025-03-17 11:21:18;45.00169754;30.73234558
2025-03-17 11:21:22;43.92356873;30.58395386
2025-03-17 11:21:30;43.03636551;30.41591644
2025-03-17 11:21:34;42.90542603;30.27477264
2025-03-17 11:21:38;42.99678802;30.10635376
2025-03-17 11:21:42;42.68360138;29.93736267
2025-03-17 11:21:50;42.99049377;29.76436615
2025-03-17 11:21:54;43.80931854;29.61711884
2025-03-17 11:21:58;54.67348099;29.55589294
2025-03-17 11:22:02;69.65293884;29.64496613
2025-03-17 11:22:10;70.97311401;29.73823547
2025-03-17 11:22:14;72.15881348;29.8620224
2025-03-17 11:22:18;73.98300171;29.98771667
2025-03-17 11:22:22;65.54689026;30.01670837
2025-03-17 11:22:30;54.08697128;29.96673584
2025-03-17 11:22:34;50.24194717;29.86564636
2025-03-17 11:22:38;47.07279205;29.74243164
2025-03-17 11:22:42;45.3666687;29.646492
2025-03-17 11:22:50;44.60840225;29.53128815
2025-03-17 11:22:54;44.64111328;29.40292358
2025-03-17 11:22:58;44.47727203;29.28695679
2025-03-17 11:23:06;43.93672943;29.19960022
2025-03-17 11:23:10;43.85604858;29.06475067
2025-03-17 11:23:14;44.34051514;28.97796631
2025-03-17 11:23:18;45.84846497;28.86600494
2025-03-17 11:23:26;46.37651443;28.78723145
2025-03-17 11:23:30;45.71743011;28.71932983
2025-03-17 11:23:34;45.07722855;28.62415314
2025-03-17 11:23:38;44.9005127;28.55052948
2025-03-17 11:23:46;44.67201233;28.48186493
2025-03-17 11:23:50;46.10691071;28.41567993
2025-03-17 11:23:54;46.27351761;28.35731506
2025-03-17 11:23:58;47.71318436;28.29475403
2025-03-17 11:24:06;47.17550278;28.24802399
2025-03-17 11:24:10;47.26486206;28.20091248
2025-03-17 11:24:14;47.72977829;28.13510895
2025-03-17 11:24:18;47.57881165;28.08971405
2025-03-17 11:24:26;48.07214737;28.03535461
2025-03-17 11:24:30;47.68877029;27.96592712
2025-03-17 11:24:34;47.06716537;27.92167664
2025-03-17 11:24:42;48.02865982;27.86369324
2025-03-17 11:24:46;47.54199982;27.82936096
2025-03-17 11:24:50;46.70333862;27.7923584
2025-03-17 11:24:54;46.13962173;27.72750854
2025-03-17 11:25:02;45.90616226;27.67086029
2025-03-17 11:25:06;45.79677582;27.61516571
2025-03-17 11:25:10;46.1810112;27.5812149
2025-03-17 11:25:14;45.95890045;27.52838135
2025-03-17 11:25:22;45.76120377;27.4766922
2025-03-17 11:25:26;45.97797394;27.41508484
2025-03-17 11:25:30;45.96891403;27.39620209
2025-03-17 11:25:38;46.12474442;27.34146118
2025-03-17 11:25:42;46.10652924;27.30445862
2025-03-17 11:25:46;46.32854462;27.2731781
2025-03-17 11:25:50;46.28229141;27.22930908
2025-03-17 11:25:54;45.9528923;27.2228241
2025-03-17 11:26:02;45.9944725;27.18849182
2025-03-17 11:26:06;46.21887207;27.14576721
2025-03-17 11:26:10;46.14515305;27.1314621
2025-03-17 11:26:18;46.33846283;27.07271576
2025-03-17 11:26:22;46.19112015;27.05497742
2025-03-17 11:26:26;46.22173309;27.0280838
2025-03-17 11:26:30;46.26741409;26.99546814
2025-03-17 11:26:38;46.32282257;26.96990967
2025-03-17 11:26:42;46.33235931;26.93214417
2025-03-17 11:26:46;46.37384415;26.88941956
2025-03-17 11:26:50;46.3136673;26.88808441
2025-03-17 11:26:58;46.4509964;26.85928345
2025-03-17 11:27:02;46.48284912;26.8535614
2025-03-17 11:27:06;46.43592834;26.80587769
2025-03-17 11:27:10;46.48485184;26.79100037
2025-03-17 11:27:18;46.49505615;26.76944733
2025-03-17 11:27:22;46.26131058;26.75380707
2025-03-17 11:27:26;46.04940414;26.72958374
2025-03-17 11:27:30;46.19426727;26.69639587
2025-03-17 11:27:38;46.12455368;26.65882111
2025-03-17 11:27:42;46.10080719;26.63154602
2025-03-17 11:27:46;46.20094299;26.62410736
2025-03-17 11:27:54;46.46463394;26.58081055
2025-03-17 11:27:58;46.53577805;26.56784058
2025-03-17 11:28:02;46.73433304;26.51443481
2025-03-17 11:28:06;47.67894745;26.49211884
2025-03-17 11:28:14;47.34191895;26.4787674
2025-03-17 11:28:18;47.08652496;26.49383545
2025-03-17 11:28:22;47.0281601;26.471138
2025-03-17 11:28:26;46.94070816;26.47571564
2025-03-17 11:28:34;46.86136246;26.48925781
2025-03-17 11:28:38;47.03092575;26.45645142
2025-03-17 11:28:42;46.76189423;26.45015717
2025-03-17 11:28:46;46.57249451;26.4541626
2025-03-17 11:28:54;46.40293121;26.44863129
2025-03-17 11:28:58;46.48685455;26.41220093
2025-03-17 11:29:02;46.52261734;26.39980316
2025-03-17 11:29:06;46.65718079;26.3759613
2025-03-17 11:29:14;46.57688141;26.37825012
2025-03-17 11:29:18;47.18980789;26.35688782
2025-03-17 11:29:22;47.8269577;26.36680603
2025-03-17 11:29:30;48.34957123;26.3633728
2025-03-17 11:29:34;48.11134338;26.36508942
2025-03-17 11:29:38;47.69096375;26.34086609
2025-03-17 11:29:42;47.05162048;26.36642456
2025-03-17 11:29:50;47.17340469;26.36604309
2025-03-17 11:29:54;47.56793976;26.39560699
2025-03-17 11:29:58;48.24314117;26.38988495
2025-03-17 11:30:02;49.35379028;26.40666962
2025-03-17 11:30:10;47.89333344;26.4257431
2025-03-17 11:30:14;48.48527908;26.4131546
2025-03-17 11:30:18;47.73426056;26.41582489
2025-03-17 11:30:22;47.13811874;26.42498016
2025-03-17 11:30:30;47.012043;26.39789581
2025-03-17 11:30:34;46.91591263;26.37519836
2025-03-17 11:30:38;46.78812027;26.39293671
2025-03-17 11:30:42;46.60863876;26.37252808
2025-03-17 11:30:50;46.54512405;26.36547089
2025-03-17 11:30:54;46.48618698;26.35364532
2025-03-17 11:30:58;46.18358612;26.30844116
2025-03-17 11:31:06;46.27895355;26.28707886
2025-03-17 11:31:10;46.04940414;26.28612518
2025-03-17 11:31:14;46.11444473;26.25274658
2025-03-17 11:31:18;46.24443054;26.25598907
2025-03-17 11:31:26;46.36297226;26.21898651
2025-03-17 11:31:30;46.20103836;26.23119354
2025-03-17 11:31:34;46.11854553;26.21574402
2025-03-17 11:31:38;46.10376358;26.19800568
2025-03-17 11:31:46;46.29659653;26.18045807
2025-03-17 11:31:50;48.46925735;26.19285583
2025-03-17 11:31:54;51.7288208;26.2430191
2025-03-17 11:31:58;48.65913391;26.27410889
2025-03-17 11:32:06;47.94034958;26.30348206
2025-03-17 11:32:10;47.45349884;26.30119324
2025-03-17 11:32:14;46.90542221;26.30805969
2025-03-17 11:32:50;46.47541046;26.28059387
2025-03-17 11:32:54;46.95615768;26.2796402
2025-03-17 11:32:58;74.45755005;26.63002014
2025-03-17 11:33:02;80.28326416;27.23197937
2025-03-17 11:33:10;74.49578857;27.78625488
2025-03-17 11:33:14;56.50320053;28.12042236
2025-03-17 11:33:18;50.66289902;28.30429077
2025-03-17 11:33:26;49.54032898;28.43360901
2025-03-17 11:33:30;56.21366501;28.62758636
2025-03-17 11:33:34;49.54433441;28.67641449
2025-03-17 11:33:38;46.00448608;28.7027359
2025-03-17 11:33:46;44.85702515;28.66916656
2025-03-17 11:33:50;44.23942566;28.64208221
2025-03-17 11:33:54;44.49234009;28.57379913
2025-03-17 11:33:58;43.84946823;28.51524353
2025-03-17 11:34:06;52.12602615;28.45687866
